artist_name,artist_wikidata_uri,related_work,title,url,redirect_url,artist_info,print_info,description,topic
,,57,"Die Wind Kauffer, werden mit Wind bezahlt, und finden sich auf die letzst betrogen","http://nrs.harvard.edu/urn-3:HBS.BAKER:836668?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910537,"Etching and engraving by unknown artist. [n.p., ca. 1720].",29.7 x 19.3 cmCD g19 xx,"A rare German version of one of the seventy-four plates usually found in the popular Dutch satirical volume, Het Groote Tafereel der Dwaasheid (The Great Mirror of Folly). It commemorates the period of speculative mania which swept France, England, and Holland in the year 1720. Pictured here is the inner court of the old Amsterdam exchange (see 66), where distraught shareholders are calling out, ""I am ruined; Who will loan me money? I am still living on hope; I cannot sleep,"" etc. The term ""Wind-Handel"" was often used satirically to connote the flimsiness of the stocks being traded.",Speculation and Credit
Lavrate,http://www.wikidata.org/entity/Q3047890,58,Une Assemblée d'Actionnaires,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836669?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910539,"Hand-colored lithograph, signed ""Lavrate."" [France, 19th century].",28 x 37.5 cmCD f8 xxx,"A meeting of shareholders, all of whom have animal bodies and human heads. The officers in charge have animal heads and human bodies.",Speculation and Credit
"Chollet, Antoin Joseph",http://www.wikidata.org/entity/Q23939409,59,J'ai Perdu!,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836670?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910541,"Engraving by Antoin Joseph Chollet (b. 1793), after Adolphe Roehn (1780–1867). Paris, Chez Chaillou-Potrelle; Chez Roehn, 1824.",56 x 42.8 cmCE f3 xxx,"A poor, pregnant woman with three small children holds a losing lottery ticket in her hand.",Speculation and Credit
"Roehn, Adolphe",http://www.wikidata.org/entity/Q2824901,59,J'ai Perdu!,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836670?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910541,"Engraving by Antoin Joseph Chollet (b. 1793), after Adolphe Roehn (1780–1867). Paris, Chez Chaillou-Potrelle; Chez Roehn, 1824.",56 x 42.8 cmCE f3 xxx,"A poor, pregnant woman with three small children holds a losing lottery ticket in her hand.",Speculation and Credit
,,6,Der Bruder Esel mit dem Gelt,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836617?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910435,Etching and engraving. [Germany? Early 17th century].,"19.5 x 32 cm, imageCA g3 xx","An ass is pictured defecating coins while peasants, merchants, and noblemen run to catch them.",Vanity and Virtue
"Kilian, Wolfgang",http://www.wikidata.org/entity/Q998339,60,Karl Fugger,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836671?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910543,"Engraving by Wolfgang Kilian (1581–1662). [Augsburg, ca. 1620].",15 x 11 cmF g2,"A member of the powerful German family of merchant princes descended from Hans Fugger, a fourteenth century weaver. The Fugger dynasty acquired its fortune through trade and banking, becoming the wealthiest family in Europe in the sixteenth century. Its decline paralleled that of the Hapsburg monarchy, whose wars they financed. (Plate 128 from Custos, Domenik. Contrafehe der Herrn Fugger . . . 2nd ed., 1620.)","Bankers, Financiers, and Statesmen"
"Kohl, Andrews",http://www.wikidata.org/entity/Q18511523,61,Georg Fussel (b. 1601),"http://nrs.harvard.edu/urn-3:HBS.BAKER:836672?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910545,"Engraving by Andreas Kohl (1624–57), after Georg Strauch (1613–75). [Nürnberg, ca. 1654].",18.5 x 13.5 cmF g5,"The Bancho Publico in Nürnberg was one of the oldest banks in Germany, founded in 1621, and in operation until 1827. Fussel was its banker from 1654 to 1674.","Bankers, Financiers, and Statesmen"
"Strauch, Georg",http://www.wikidata.org/entity/Q30303204,61,Georg Fussel (b. 1601),"http://nrs.harvard.edu/urn-3:HBS.BAKER:836672?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910545,"Engraving by Andreas Kohl (1624–57), after Georg Strauch (1613–75). [Nürnberg, ca. 1654].",18.5 x 13.5 cmF g5,"The Bancho Publico in Nürnberg was one of the oldest banks in Germany, founded in 1621, and in operation until 1827. Fussel was its banker from 1654 to 1674.","Bankers, Financiers, and Statesmen"
,,62,Sir Thomas Gresham (1519?–79),"http://nrs.harvard.edu/urn-3:HBS.BAKER:836673?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910547,"Engraving and aquatint by unknown artist. London, Published by N. Smith, June 10, 1793.",22.5 x 17.5 cmF gb4 x,"Gresham is known as the founder of the Royal Exchange and of Gresham College, London. As the royal financial agent in Antwerp, he was shrewd in discharging the debts of the crown, and negotiating new loans from the wealthy families of Europe. He also amassed a great personal fortune as a banker, merchant, and mercer.","Bankers, Financiers, and Statesmen"
"Hainzelman, Johann",http://www.wikidata.org/entity/Q33134321,63,Philippe Du Four,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836674?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910549,"Designed and engraved by Johann Hainzelman (1641–93). [Paris], 1682.",23.5 x 18 cmF f1 x,"Du Four was Counselor and Secretary to the king, Treasurer General of France, and President of the Bureau des Finances in Paris.","Bankers, Financiers, and Statesmen"
"Schenk, Leonard",http://www.wikidata.org/entity/Q29545626,64,John Law (1671–1729),"http://nrs.harvard.edu/urn-3:HBS.BAKER:836675?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910551,"Engraving by Leonard Schenk (fl. 1715–46). Pieter Schenk (b. 1660), ""exc."" Amsterdam, [ca. 1719].",27.5 x 18 cmF f30 x,"A Scottish financier who became Controller General of Finances of France, Law is mainly remembered as the founder of the ill-fated Mississippi Company. He merged this huge stock company with the royal bank and took over the public debt and administration of revenue. In 1720, a rash of speculation in land swept France, setting off frenzied selling at high profits. When the bubble burst, thousands of investors went bankrupt, and Law fled the country in disgrace.","Bankers, Financiers, and Statesmen"
"Schenk, Pieter",http://www.wikidata.org/entity/Q78163,64,John Law (1671–1729),"http://nrs.harvard.edu/urn-3:HBS.BAKER:836675?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910551,"Engraving by Leonard Schenk (fl. 1715–46). Pieter Schenk (b. 1660), ""exc."" Amsterdam, [ca. 1719].",27.5 x 18 cmF f30 x,"A Scottish financier who became Controller General of Finances of France, Law is mainly remembered as the founder of the ill-fated Mississippi Company. He merged this huge stock company with the royal bank and took over the public debt and administration of revenue. In 1720, a rash of speculation in land swept France, setting off frenzied selling at high profits. When the bubble burst, thousands of investors went bankrupt, and Law fled the country in disgrace.","Bankers, Financiers, and Statesmen"
"Mordant, Daniel Charles",http://www.wikidata.org/entity/Q39351810,65,James Edouard de Rothschild (1844–81),"http://nrs.harvard.edu/urn-3:HBS.BAKER:836676?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910553,"Engraving and drypoint by Daniel Charles Mordant (1853–1914). [Paris], Impr. Ch. Chardon, [187–?].","31.5 x 25 cm, imageF f41 xxx","He was the son of Nathaniel (Paris branch), and the grandson of Nathan Meyer Rothschild, who founded the famed London branch of the family.","Bankers, Financiers, and Statesmen"
,,66,De Beurs. [Amsterdam],"http://nrs.harvard.edu/urn-3:HBS.BAKER:836677?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910555,Etching and engraving by unknown artist. [Netherlands? early 17th century].,19.2 x 29.8 cmAE n1 x,"The Amsterdam exchange, situated on the Amstel River, was designed by Hendrick de Keijser and opened in 1611. Trading was carried on in the open inner court.",Stock Exchanges
,,67,Borse. [Antwerp],"http://nrs.harvard.edu/urn-3:HBS.BAKER:836678?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910557,"Engraving by unknown artist. [n.p., early 17th century].",14.2 x 19.7 cmAE b2 x,"The Antwerp exchange was dedicated in 1532 ""for the use of tradesmen of all countries and languages, and as an ornament to its city."" (Latin inscription.) It was the first financial exchange in Europe, standing until 1858, when it was destroyed by fire.",Stock Exchanges
"Bowles, Thomas",http://www.wikidata.org/entity/Q18577046,68,A View of the Royal Exchange London. [second exchange],"http://nrs.harvard.edu/urn-3:HBS.BAKER:836679?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910559,"Etching and engraving by Thomas Bowles (b. ca. 1712). [London], Printed for and sold by Robert Sayer, August 20, 1751.",26 x 40 cmAE gb2 xxx,"The first Royal Exchange opened in 1567 and was destroyed in the London fire of 1666. The second Royal Exchange opened in 1669 and was again destroyed by fire in 1838. The foundation of the third Royal Exchange was laid in 1842, and the building was opened on Jan. 1, 1845.",Stock Exchanges
"Auvray, Pierre Laurent",http://www.wikidata.org/entity/Q53498257,69,Vue de la Bourse et du Magazin des Marchandises en remontant la petite Neva. [St. Petersburg],"http://nrs.harvard.edu/urn-3:HBS.BAKER:836680?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910561,"Engraving by Pierre Laurent Auvray (b. 1736), after Louis Nicolas de Lespinasse (1734–1808). [France, ca. 1785].",24.8 x 35.5 cmAE r1 xx,"Plate from Nicolas Gabriel Leclerc's Histoire physique, morale, civile et politique de la Russie moderne. Paris et Versailles, 1783–85, which Auvray illustrated.",Stock Exchanges
"Lespinasse, Louis Nicolas de",http://www.wikidata.org/entity/Q22009289,69,Vue de la Bourse et du Magazin des Marchandises en remontant la petite Neva. [St. Petersburg],"http://nrs.harvard.edu/urn-3:HBS.BAKER:836680?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910561,"Engraving by Pierre Laurent Auvray (b. 1736), after Louis Nicolas de Lespinasse (1734–1808). [France, ca. 1785].",24.8 x 35.5 cmAE r1 xx,"Plate from Nicolas Gabriel Leclerc's Histoire physique, morale, civile et politique de la Russie moderne. Paris et Versailles, 1783–85, which Auvray illustrated.",Stock Exchanges
"Greuter, Mathias",http://www.wikidata.org/entity/Q3299661,7,Gellt Zeucht die Weltt. Mundum Trahit Pecunia,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836618?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910437,"Engraved, designed, and published by Mathias Greuter (1564–1638). [Strasbourg(?)] 1589.",23 x 27.8 cmCF g1 xx,"First state. Gold coins form the wheels of a chariot, upon which is the World, while two noblemen blinded by money walk alongside. A group of peasants is held back by Poverty, standing on the wheel of Fortune.",Vanity and Virtue
"Geissler, Friedrich",http://www.wikidata.org/entity/Q19279961,70,Die Hamburger Börse. [the old exchange],"http://nrs.harvard.edu/urn-3:HBS.BAKER:836681?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910563,Engraving by Friedrich Geissler (1778–1853). [Germany?] 1822.,"10.8 x 18.8 cm, imageAE g11 x","The earliest exchange in Hamburg opened in 1558, and was greatly enlarged during the years 1577–83, 1669, and the following century. It was destroyed in the great Hamburg fire of 1842. Fortunately, construction of a new exchange building on the Adolphsplatz had already begun in 1839, and was dedicated in 1841. It was enlarged several times during the remainder of the nineteenth century.",Stock Exchanges
"Cock, Hieronymu",http://www.wikidata.org/entity/Q640361,8,The Two Deaths,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836619?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910439,"Engraving by Hieronymus Wierx (1553–1619), after Marten de Vos (ca. 1531–1603). Published by Hieronymus Cock, ""Aux .4. Vents."" [Antwerp, late 16th century].","29.8 x 32.5 cm, imageCF b9 xxx","A narrative in two parts. At left, a pious man receives riches from heaven; at right, Death prepares to strike a miser amidst his wealth.",Vanity and Virtue
"Vos, Marten de",http://www.wikidata.org/entity/Q555022,8,The Two Deaths,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836619?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910439,"Engraving by Hieronymus Wierx (1553–1619), after Marten de Vos (ca. 1531–1603). Published by Hieronymus Cock, ""Aux .4. Vents."" [Antwerp, late 16th century].","29.8 x 32.5 cm, imageCF b9 xxx","A narrative in two parts. At left, a pious man receives riches from heaven; at right, Death prepares to strike a miser amidst his wealth.",Vanity and Virtue
"Wierx, Hieronymus",http://www.wikidata.org/entity/Q2778104,8,The Two Deaths,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836619?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910439,"Engraving by Hieronymus Wierx (1553–1619), after Marten de Vos (ca. 1531–1603). Published by Hieronymus Cock, ""Aux .4. Vents."" [Antwerp, late 16th century].","29.8 x 32.5 cm, imageCF b9 xxx","A narrative in two parts. At left, a pious man receives riches from heaven; at right, Death prepares to strike a miser amidst his wealth.",Vanity and Virtue
"Sadeler, Raphael, I",http://www.wikidata.org/entity/Q19569785,9,Honor,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836620?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910441,"Engraving by Raphael Sadeler I (1560–1628), after Marten de Vos (ca. 1531–1603). [n.p., 1591].","22 x 25 cm, imageCF b8 x","Plate three from his series of four allegorical prints on the virtues after de Vos, representing also the four ages of man. A pious man turns away from a woman offering riches.",Vanity and Virtue
"Vos, Marten de",http://www.wikidata.org/entity/Q555022,9,Honor,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836620?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910441,"Engraving by Raphael Sadeler I (1560–1628), after Marten de Vos (ca. 1531–1603). [n.p., 1591].","22 x 25 cm, imageCF b8 x","Plate three from his series of four allegorical prints on the virtues after de Vos, representing also the four ages of man. A pious man turns away from a woman offering riches.",Vanity and Virtue
