Title,Author / Creator,Edition,Description,Notes,Subjects,Form / genre,Culture,Identifier,Related work,Related information,Associated name,Use restrictions,Copyright,Repository,Includes layers,Collection,Creation Date,HOLLIS number,Permalink,Source,Image ID,Permalink
Credit est Mort.,,,"An allegory with the caption: ""Les mauvais payeurs l'ont tué."" Pictured are an artist, a musician, and a soldier, who have killed another man, lying at their feet. In the background is a man sharpening a knife, there is a duck at his feet. This image inspired many provincial copies, notably at Épinal. Print by unknown artist.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>hand coloring;<i>Dimensions: </i>26 x 34.5 cm., plate mark",,caricatures ; death ; murder ; artists ; musicians ; soldiers ; knives ; ducks ; satire (artistic device),etchings,,Coin and Conscience catalog 56,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Chez Genty, Paris, Publisher [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CD f5 xx",,,Early 19th century,olvwork308317,"<a href=""http://id.lib.harvard.edu/via/olvwork308317/catalog"">http://id.lib.harvard.edu/via/olvwork308317/catalog</a>",HVD - Images,4086767,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308317&context=L&vid=HVD2&lang=en_US
[Avarice],,,"Print by unknown artist. Depiction of a man clutching money bags. ""The miser, hoarding his treasure, lives amid riches, yet is always destitute."" (Latin caption). The frog in the foreground is a symbol associated with sin, particularly that of hoarding worldly things. Engraving, in the style of Jan Saenredam.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>21 x 14 cm., image",,allegories ; sin ; male figures ; money ; moneybags,engravings,,Coin and Conscience catalog 11,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF n9",,,ca. 1600,olvwork308263,"<a href=""http://id.lib.harvard.edu/via/olvwork308263/catalog"">http://id.lib.harvard.edu/via/olvwork308263/catalog</a>",HVD - Images,4083109,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308263&context=L&vid=HVD2&lang=en_US
[The Triumph of Riches],"Coornhert, Dirck Volckertsz, 1522-1590, Dutch [engraver];Cort, Cornelis, 1533-before 1578, Flemish [engraver];Heemskerck, Martin van, 1498-1574, Dutch [artist]",First state.,"Engraver is either Dirck Volckertsz Coornhert or Cornelis Cort. Plate two of the series of eight engravings after Heemskerck entitled Circulus vicissitudinis rerum humanarum (Cycle of the vicissitudes of human affairs.) Riches, the mother of Pride, rides on the car named Fame, which is pulled by Fraud and Rapine. Following Betrayal, Usury, and Lust are False Joy and other Idle Pleasures. Printed in Antwerp.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>22.2 x 29.4 cm., plate mark",,"allegories ; processions ; carriages and carts ; horses ; personification ; human figures ; wealth ; inscriptions, Latin ; moneybags",engravings,Flemish,Coin and Conscience catalog 3,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Cock, Hieronymus, 1510-1570, Flemish [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF b5 xx",,,1564,olvwork308227,"<a href=""http://id.lib.harvard.edu/via/olvwork308227/catalog"">http://id.lib.harvard.edu/via/olvwork308227/catalog</a>",HVD - Images,4083004,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308227&context=L&vid=HVD2&lang=en_US
Sir Thomas Gresham (1519?-79).,,,"Engraving and aquatint by unknown artist. Gresham is known as the founder of the Royal Exchange and of Gresham College, London. As the royal financial agent in Antwerp, he was shrewd in discharging the debts of the crown, and negotiating new loans from the wealthy families of Europe. He also amassed a great personal fortune as a banker, merchant, and mercer.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Materials/Techniques: </i>aquatint;<i>Dimensions: </i>22.5 x 17.5 cm., plate mark",,portraits ; bankers ; merchants ; clothing and dress ; robes,engravings,,Coin and Conscience catalog 62,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Smith, N. [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School F gb4 x",,,1793,olvwork308324,"<a href=""http://id.lib.harvard.edu/via/olvwork308324/catalog"">http://id.lib.harvard.edu/via/olvwork308324/catalog</a>",HVD - Images,4082495,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308324&context=L&vid=HVD2&lang=en_US
[The Unhappy Lot of the Rich],"Galle, Philip, 1537-1612, Flemish [engraver];Heemskerck, Martin van, 1498-1574, Dutch [artist]",,"Plate one of his series of six engravings after Heemskerck with this title, published in 1563. A later state, shown here, called Divitum Misera Sors, was issued by Joannes Galle. Illustration of Matthew 19:23-24. A rich man tries to enter the gate to Heaven, but his money bags hold him back. Behind him, three men try to lead a camel through the eye of a needle. Printed in Antwerp.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>17.1 x 23.2 cm., plate mark",,allegories ; heaven ; gates ; money ; moneybags ; camels ; eyes ; needles ; male figures ; whips,engravings,Flemish,Coin and Conscience catalog 1,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF b10",,,1563,olvwork308197,"<a href=""http://id.lib.harvard.edu/via/olvwork308197/catalog"">http://id.lib.harvard.edu/via/olvwork308197/catalog</a>",HVD - Images,4085055,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308197&context=L&vid=HVD2&lang=en_US
Ni l'Un ni l'Autre.,"Fleischmann, Friedrich, 1791-1834, German [etcher];Berger Desoras, Jenny [artist]",,"Etching (part stipple) by Friedrich Fleischmann (1791-1834), after Jenny Berger (née Desoras). Nürnberg, Published by Fr. Campe, [early 19th century]. A woman is pictured standing between two men, one of whom offers her jewels, the other, money. The woman has her index fingers in her ears.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>33 x 23 cm., plate mark",,courtship ; coins ; jewelry ; competitions ; deaf ; beauty ; men ; temptation,etchings,,Coin and Conscience catalog 38,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Campe, Friedrich, 1777-1846, German [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CA g29 xx",,,early 19th century,olvwork308294,"<a href=""http://id.lib.harvard.edu/via/olvwork308294/catalog"">http://id.lib.harvard.edu/via/olvwork308294/catalog</a>",HVD - Images,4083806,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308294&context=L&vid=HVD2&lang=en_US
[Christ and the Pharisees with the Tribute Money. Mt. 22],"Galle I, Cornelis, 1576-1650 [engraver];Titian, 1488-1576, Italian [artist]",,"Depicts a scene from the New Testament, Mathew 22, referring to the statement by Jesus, ""Render therefore unto Caesar the things which are Caesar's; and unto God the things that are God's."" Jesus points upwards as he is shown a coin by another man.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>24 x 18.8 cm., image",,Biblical events ; Jesus Christ ; archways ; coins ; emperors ; taxes,engravings,,Coin and Conscience catalog 31,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CC n4 x",,,early 17th century,olvwork308287,"<a href=""http://id.lib.harvard.edu/via/olvwork308287/catalog"">http://id.lib.harvard.edu/via/olvwork308287/catalog</a>",HVD - Images,4083355,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308287&context=L&vid=HVD2&lang=en_US
Le Riche du Jour ou le Préteur sur Gages.,"Julien, Joseph Laurent, -1805 [engraver]",,"An old woman pawns her jewels to a sinister-looking pawnbroker, whose sign reads: ""Je prête Madame, à mes concitoyens à deux cent pour cent d'intérèts."";<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Materials/Techniques: </i>hand coloring;<i>Dimensions: </i>32.5 x 37 cm.","General: Publisher credit: Paris, chez l'auteur; et shez Depeuille, late 18th century.",pawnshops ; jewels ; elderly ; canes ; money ; coins,engravings,,Coin and Conscience catalog 21,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CA f18 xxx",,,late 18th century,olvwork308274,"<a href=""http://id.lib.harvard.edu/via/olvwork308274/catalog"">http://id.lib.harvard.edu/via/olvwork308274/catalog</a>",HVD - Images,4089331,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308274&context=L&vid=HVD2&lang=en_US
Le Speculateur.,"Brichet, Francois-R. F., printmaker, 18th cen., French [etcher];Goez, Joseph Franz von, 1754-1815, German [artist]",,"Plate twenty-eight from Exercises d'Imagination de Différents Caractères et Formes Humaines . . . Augsburg, 1784-85, of which plates one to eighty-four were engraved by Brichet, and plates eighty-five to one hundred by Goez. A once well-dressed man is reduced to rags by bad speculation. An owl is tethered to his waistcoat. A small circular building is in the background.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>23.5 x 16.2 cm., plate mark",,wealth ; poverty ; clothing and dress ; money ; owls,etchings;engravings,,Coin and Conscience catalog 50,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CE f1 x",,,1784,olvwork308310,"<a href=""http://id.lib.harvard.edu/via/olvwork308310/catalog"">http://id.lib.harvard.edu/via/olvwork308310/catalog</a>",HVD - Images,4082922,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308310&context=L&vid=HVD2&lang=en_US
[Allegory on the Death of Credit],,,"A funeral procession carries a coffin toward a grave, in front of which are a man and woman weeping. Translation of the German caption below image: Great mourning and sorrow, grief and lamentation, The best helper is now laid to rest. Who do you think it is? Monsieur Credit is dead, He who so often rescued you and me from distress. Print by unknown artist.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>27.5 x 18 cm., plate mark",,poetry ; funeral processions ; mourning ; funeral rites and ceremonies ; satire (artistic device),engravings,,Coin and Conscience catalog 55,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CD g1 x",,,Early 18th century,olvwork308316,"<a href=""http://id.lib.harvard.edu/via/olvwork308316/catalog"">http://id.lib.harvard.edu/via/olvwork308316/catalog</a>",HVD - Images,4084082,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308316&context=L&vid=HVD2&lang=en_US
Karl Fugger.,"Kilian, Wolfgang, engraver, German [engraver]",,"A member of the powerful German family of merchant princes descended from Hans Fugger, a fourteenth century weaver. The Fugger dynasty acquired its fortune through trade and banking, becoming the wealthiest family in Europe in the sixteenth century. Its decline paralleled that of the Hapsburg monarchy, whose wars they financed.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>15 x 11 cm., plate mark",,portraits ; lace ; collars ; embroidery ; clothing and dress ; wealth ; swords,engravings,,Coin and Conscience catalog 60,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School F g2",,,ca. 1620,olvwork308322,"<a href=""http://id.lib.harvard.edu/via/olvwork308322/catalog"">http://id.lib.harvard.edu/via/olvwork308322/catalog</a>",HVD - Images,4087293,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308322&context=L&vid=HVD2&lang=en_US
[The Queen of Sheba Bringing Gifts to King Solomon. 1 Kings 10],"Badalocchio, Sisto, 1585-1647, Italian [etcher];Lanfranco, Giovanni, 1582-1647, Italian [artist];Raphael, 1483-1520, Italian [artist]",,"Plate fifty from Historia del Testamento Vecchio dipinta in Roma nel Vaticano da Raffaelle di Urbino, published by Giovanni Orlandini in Rome, 1607. It was comprised of fifty-one etchings (twenty-three by Badalocchio, the others by Giovanni Lanfranco, 1582-1647) after Raphael's frescos in the loggias of the Vatican.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>13.4 x 18 cm., plate mark",,Biblical events ; queens ; kings ; gifts ; human figures ; coins,etchings,,Coin and Conscience catalog 27,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Orlandini, Giovanni, publisher, early 17th century, Italian [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CC i1",,,1607,olvwork308283,"<a href=""http://id.lib.harvard.edu/via/olvwork308283/catalog"">http://id.lib.harvard.edu/via/olvwork308283/catalog</a>",HVD - Images,4084839,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308283&context=L&vid=HVD2&lang=en_US
"[Jan Uytenbogaert, 'The Goldweigher.']","Rembrandt van Rijn, 1606-1669, Dutch [etcher]",Second state.,"Uytenbogaert was the Receiver General in Amsterdam for the state of Holland. He made the first payment on Rembrandt's new house in 1639, since one of his clients owed the artist money for two paintings. Rembrandt probably did this portrait in thanks for Uytenbogaert's generosity.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>drypoint;<i>Dimensions: </i>24.5 x 20.8 cm., plate mark",,portraits ; money ; gold ; scales (weighing devices) ; bags (containers) ; account books ; people,etchings,,Coin and Conscience catalog 15,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CA n4 x",,,1639,olvwork308268,"<a href=""http://id.lib.harvard.edu/via/olvwork308268/catalog"">http://id.lib.harvard.edu/via/olvwork308268/catalog</a>",HVD - Images,4086304,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308268&context=L&vid=HVD2&lang=en_US
Die Hamburger Börse. [the old exchange],"Geissler, Johann Martin Friedrich, 1778-1853, German [engraver (printmaker)]",,"The earliest exchange in Hamburg opened in 1558, and was greatly enlarged during the years 1577-83, 1669, and the following century. It was destroyed in the great Hamburg fire of 1842. Fortunately, construction of a new exchange building on the Adolphsplatz had already begun in 1839, and was dedicated in 1841. It was enlarged several times during the remainder of the nineteenth century.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>10.8 x 18.8 cm., plate mark",,historic buildings ; stock exchanges ; commercial buildings ; plazas ; pedestrians ; trees ; statues ; clock towers,engravings,,Coin and Conscience catalog 70,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Hamburger Börse, Hamburg, Germany [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School AE g11 x",,,1822,olvwork308332,"<a href=""http://id.lib.harvard.edu/via/olvwork308332/catalog"">http://id.lib.harvard.edu/via/olvwork308332/catalog</a>",HVD - Images,4084129,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308332&context=L&vid=HVD2&lang=en_US
[The Unhappy Lot of the Rich],"Galle, Philip, 1537-1612, Flemish [engraver];Heemskerck, Martin van, 1498-1574, Dutch [artist]",First state.,"Plate four of his series of six engravings after Heemskerck with this title. Depiction of the qualities that accompany money: Queen Money's car is drawn by Danger and Fear, while Robbery hides under her cloak. She is followed by Folly, Envy, Theft, and the Entire Populace. Printed in Antwerp.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>17 x 23 cm., plate mark",,allegories ; processions ; carriages and carts ; queens ; money ; thieves ; cornucopias ; personification ; moneybags,engravings,Flemish,Coin and Conscience catalog 2,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF b11",,,1563,olvwork308226,"<a href=""http://id.lib.harvard.edu/via/olvwork308226/catalog"">http://id.lib.harvard.edu/via/olvwork308226/catalog</a>",HVD - Images,4089938,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308226&context=L&vid=HVD2&lang=en_US
La Double Tentation.,"Mieris the elder, Frans van, 1635-1681, Dutch [artist];Du Mesnil, Elie, b. 1726 or 28 [engraver]",,"""Gravé d'apres le tableau original de même grandeur qui se trouve dans la galerie de S.E.M. le Comte de Brühl, Premier ministre de sa Majesté le Roi de Pologne, Electeur de Saxe."" A woman is tempted by an old man who tries to seduce her with money.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>35.5 x 27 cm., plate mark",,male figures ; moneybags ; bedrooms ; female figures ; elderly ; temptation,engravings,,Coin and Conscience catalog 40,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CA f2 xx",,,18th century,olvwork308300,"<a href=""http://id.lib.harvard.edu/via/olvwork308300/catalog"">http://id.lib.harvard.edu/via/olvwork308300/catalog</a>",HVD - Images,4084769,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308300&context=L&vid=HVD2&lang=en_US
[Caricature of Louis-Philippe and Guizot],,,"Print by unknown artist. Louis-Philippe and Guizot stealing money from the ""trésor public."";<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>lithography;<i>Dimensions: </i>25.5 x 19 cm., image","Inscription: Ai! donc Guizot tu ne vas pas fainéant, ; Est ce que vous ne trouvez pas qu’il y en a assez? ; Imbécille!!! tant qu’il y en aura vas-donc.",caricatures ; kings and rulers ; thieves ; treasuries ; gold ; coin hoards ; political cartoons ; satire (artistic device),lithographs,French,Coin and Conscience catalog 46,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Gosselin, ca. 1840 [publisher];Guizot, François Pierre Guillaume, 1787-1874, French [subject];Louis Philippe, 1773-1850, French [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School DA f14 x",,,184?,olvwork308306,"<a href=""http://id.lib.harvard.edu/via/olvwork308306/catalog"">http://id.lib.harvard.edu/via/olvwork308306/catalog</a>",HVD - Images,4089963,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308306&context=L&vid=HVD2&lang=en_US
A View of the Royal Exchange London. [second exchange],"Bowles, Thomas, ca. 1712 - after 1753, British [engraver (printmaker)];Sayer, Robert, 1725-1794 [distributor]",,"The first Royal Exchange opened in 1567 and was destroyed in the London fire of 1666. The second Royal Exchange opened in 1669 and was again destroyed by fire in 1838. The foundation of the third Royal Exchange was laid in 1842, and the building was opened on Jan. 1, 1845.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>26 x 40 cm., plate mark",,"<i>Place: </i>Stock Exchange, London, England ; <i>Place: </i>Royal Exchange, London, England ; historic buildings ; stock exchanges ; street life ; horse-drawn vehicles ; architecture",etchings;engravings,,Coin and Conscience catalog 68,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation.</a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School AE gb2 xxx",,,1751,olvwork308330,"<a href=""http://id.lib.harvard.edu/via/olvwork308330/catalog"">http://id.lib.harvard.edu/via/olvwork308330/catalog</a>",HVD - Images,4088527,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308330&context=L&vid=HVD2&lang=en_US
La Poire Tapée.,,,"Lithograph of unknown artist. A pear-headed Louis-Philippe runs from an angry crowd while money falls out of a bag he carries. The title is a play on words—it can mean a pear that has been dried in the oven, or it can refer to the slang meaning of ""taper,"" to borrow money from someone.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>lithography;<i>Dimensions: </i>20 x 16 cm., image",,caricatures ; political cartoons ; kings and rulers ; thieves ; bags (containers) ; gold ; coin hoards ; satire (artistic device),lithographs,,Coin and Conscience catalog 47,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Aubert (Firm), publishers [publisher];Louis Philippe, 1773-1850, French [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School DA f13 x",,,ca. 1848,olvwork308307,"<a href=""http://id.lib.harvard.edu/via/olvwork308307/catalog"">http://id.lib.harvard.edu/via/olvwork308307/catalog</a>",HVD - Images,4087147,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308307&context=L&vid=HVD2&lang=en_US
[Allegory of the Vanity and Transitory Nature of Worldly Possessions],"Swanenburg, Willem, 1581-1612, Dutch [engraver];Bloemaert, Abraham, 1566-1651, Dutch [artist];Heinsius, Daniel, 1580-1655, Dutch [poet]",,"This is a later state, with J. Razet's address. A woman sits beside a table laden with gold coins and other riches. She holds an urn with smoke rising out of it, a symbol of transience, and a peacock stands behind her, signifying vanity.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>26 x 18.5 cm., image",,allegories ; urns ; smoke ; peacocks ; crowns (headdresses) ; scepters ; moneybags ; coins ; skulls ; female figures,engravings,,Coin and Conscience catalog 13,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Razet, J., ca.1608, Dutch [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF n1",,,1608,olvwork308266,"<a href=""http://id.lib.harvard.edu/via/olvwork308266/catalog"">http://id.lib.harvard.edu/via/olvwork308266/catalog</a>",HVD - Images,4087224,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308266&context=L&vid=HVD2&lang=en_US
